Sample ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Class
4710,-1.654403182,1.195999465,0.910949307,-0.21827026,0.408228032,-0.623291996,0.848509145,0.805905962,1.152167221,-0.04767959,0.574294787,-0.312228403,0.336114074,-2.100279826,1.108716368,-0.440230265,-0.47376273,0.434617568,-0.068612309,0.971639451,0.359208738,0.54654355,-0.223871095,-0.373163151,0.164848833,1
4711,0.852440092,-0.788466457,1.006787472,-0.387749957,1.740146814,0.201419879,-0.411442013,1.235696954,1.988808458,-1.752270136,-1.180071914,-0.502932985,1.557659637,0.043084657,-2.514813141,1.403366905,-1.261119433,-0.335900013,-0.068512754,-0.358102634,0.855311885,0.575565677,1.59490586,-0.610117249,-1.109624139,2
4712,-0.176143844,0.266208909,1.401215141,-1.387127719,-0.123816285,-0.835020288,-1.29319745,0.460298972,2.004893581,1.00743944,0.396189131,-0.721878402,0.2491558,1.58121613,-0.768826279,0.173922993,0.532528405,-1.26251511,-0.666365847,-1.404290655,-1.024158274,1.787999253,0.326827064,1.736447291,-0.771350831,8
4713,0.011528543,-1.400207534,-0.867946051,1.672578205,0.111789219,-0.255352625,-1.716334872,-0.023039539,1.800148749,-0.299420876,0.5936659,0.260553661,-0.803787533,-1.97274039,0.313152389,0.52170964,0.251863071,0.88722206,1.096907108,-0.631539324,-0.688483038,-0.523368288,1.273831003,0.253140495,1.042662334,4
4714,-0.907000575,-0.211466466,0.065788069,-0.207922684,-1.135447494,0.875775924,-0.400055628,1.204590618,-1.921549289,-0.435926759,-0.357800328,-0.045396883,0.466360337,0.530611108,-0.256777551,0.126983398,-0.050166172,-0.232955555,-0.27731557,0.829369491,0.771768178,0.380837683,-1.122731192,-0.577349755,0.773967708,5
4715,0.805236677,-0.733079346,1.417011078,1.012975747,1.019475529,1.574139175,0.775315962,0.359705233,-0.873390788,1.305791427,0.574969364,-1.574910794,-1.039935751,0.063937229,0.933859212,1.208921097,-0.022884638,-1.613965366,0.18117509,-1.416373764,0.31107388,-0.534765935,-1.108189605,0.281576857,-0.249856899,6
4716,-1.012427236,-0.68074762,-0.782886524,-0.902507942,-0.319257294,1.254640744,1.329817417,0.47837549,-0.583709053,-0.652036503,0.278565573,-1.023427448,0.09877938,0.54471085,-1.786447643,0.717442254,-0.706116178,-0.871284276,-0.648030555,0.627566488,-0.228192826,-0.43379598,-0.142944184,-0.273016599,1.108665142,7
4717,-0.751226132,-1.333829044,-0.83379441,-0.765517287,0.377588961,1.137461115,0.057113549,0.687483334,-0.612865207,-0.861865369,0.897881834,-1.354352275,0.719699909,0.24684842,-1.76544509,1.333364473,0.719411213,-0.095934873,0.180155864,-0.111049793,-0.42463948,0.126854186,-0.227309602,-0.690335138,0.779856577,9
4718,-1.599071376,0.518470673,0.297815246,0.189104111,-1.142052335,0.872012879,1.162582329,0.338676898,-0.621022493,-0.623424526,1.062124252,1.16714025,0.730530474,-0.138840053,0.219256607,0.986907179,-1.120315154,-0.105986227,-0.04424468,-0.509053536,-0.139880753,0.549749695,-0.520271235,-0.040208259,-0.914886992,1
4719,0.284951578,0.323467838,1.255572729,-0.542126427,1.775855251,2.926493563,0.952739559,-0.863324586,1.234177161,0.302611267,-0.413845329,1.515402007,0.156332123,-0.387648942,1.350207808,0.552522463,0.451996975,0.659000747,0.965972738,0.839442281,0.175377285,-0.602708018,-0.177446374,-0.023076347,0.860252513,6
4720,-1.507942395,0.559522527,0.394010061,0.621003893,-1.344255531,-0.484153237,-0.389136079,0.201900398,-0.144613959,0.511096102,-0.184823747,-0.592817798,0.215826064,-1.474354947,0.154294163,-0.040815679,0.535199045,-0.010009655,0.270300191,0.113008472,0.324346861,0.037771056,0.174360596,0.010468349,-0.042743492,1
4721,-1.595998676,0.554788666,-0.073063652,-0.051981964,-1.06918398,1.092858078,1.085907313,0.779758061,-0.393014117,-0.994367658,0.842599747,1.476334361,0.930210803,0.624415571,0.661326863,1.211734864,-1.292851196,-0.582868693,0.088170894,-0.315469451,-0.00942324,0.436438583,-1.096648522,-0.236419971,-0.756994357,1
4722,0.826445413,1.01681017,-2.311351682,-0.027087523,-0.454705551,1.264306965,1.167698183,0.63277497,1.402484782,2.298739666,0.08484655,0.569938476,-0.805887141,-0.098025971,-0.146048123,0.248923825,-1.570859362,0.568978695,0.172269815,0.502744747,-0.826779651,-1.329195138,0.030747721,0.025762462,-0.594775905,3
4723,1.289748419,0.508253927,0.010853657,-1.006191751,0.103076277,1.07356947,-0.665387363,-1.379896124,-1.091192607,1.05105198,-1.571209445,-0.578246498,2.557978405,1.029194233,2.029178545,-0.485187551,1.617592884,-0.164852552,0.569033479,-0.310546753,1.585102671,-0.36487941,-0.397552042,-0.034282061,0.387280497,0
4724,-0.262463296,1.01588348,1.39408579,-1.3237055,-0.580225492,0.05672549,-1.009285977,-0.273962042,0.968201129,-0.343313132,0.907698083,0.616370667,1.085306546,0.988672365,-0.590806092,-2.078120056,1.777143973,0.033266576,-0.79721643,2.353943027,-2.127734351,1.621499154,0.421451162,1.851722374,-1.063480977,6
4725,0.785032372,-0.188488979,2.123091608,-0.088690982,0.169761872,-0.55454296,-1.110219344,-0.549042867,-0.451465482,-1.139591278,-1.359469236,2.990590386,-0.363670077,-1.155039186,-0.538121107,0.140120129,-0.978105533,1.216534203,0.543550852,-0.518750945,-1.460360762,0.394094694,-1.997987262,0.208383947,0.255010351,2
4726,0.111785418,0.108000712,1.63711664,0.192798821,0.933861191,-0.286326245,-0.928876268,-2.140725081,-1.382672673,0.051482238,0.641281964,0.034100944,2.035332238,-0.252527616,0.659970086,-1.379127504,1.066430858,1.383776593,1.091386134,0.204919855,-0.276342734,1.664777134,1.071450883,-0.642049772,0.878042126,2
4727,-0.468113276,-0.949163323,0.408077546,0.082187502,0.316076271,-0.308071808,-0.074987681,1.699159109,-1.018359994,-1.334731919,-0.275936837,-0.861035415,1.356245599,-0.124592685,-0.88016229,0.931566749,-1.333994488,-0.673144184,-0.0665428,0.117195896,-0.006392128,-1.560954332,-0.653926407,0.171917087,-1.396230984,9
4728,0.376603085,-0.674126443,0.483739197,0.940698781,-0.448491061,1.297822431,0.203425947,-1.097033665,-1.308272507,1.558855279,0.399418063,-0.815992503,-1.239130213,-0.974983935,0.073610306,-1.314185199,1.07106495,-0.593793351,-0.890889441,0.269504282,-0.910977576,-0.095880703,0.003496107,-0.261394412,0.405573678,6
4729,0.480260295,-0.023513968,-1.376320396,-1.347643501,-0.214749307,1.067916105,-2.215867852,1.079558657,0.079235389,0.551687545,-1.244467964,1.040760821,-1.105430007,-0.504466684,-1.738508893,0.995804609,0.564988436,0.124248577,-1.611305361,-0.72773581,0.97149867,-0.274709715,-1.642059762,-1.903959134,-2.270650541,5
4730,0.733449292,0.891218035,-0.911819392,1.151385911,-1.89052068,-1.936235567,-0.361513482,0.861189732,-0.767427475,-0.45467951,-0.120130481,2.006985411,1.333101113,0.939962031,-2.029499476,-0.760832164,-0.657773705,1.114640337,0.919770385,1.264154605,0.291359592,-1.737492174,1.261442635,1.431343985,1.219885584,0
4731,-1.294325594,-0.007831305,0.480912971,0.237990461,-0.433293598,-0.206995262,-1.070419431,0.340693067,0.025364174,1.310046278,-0.154749982,-0.998745494,-0.412205134,0.342178923,-0.835746184,0.932935658,0.476834665,0.207136221,0.415577445,-0.936304323,1.245913825,-0.727114065,-0.802682689,1.458780685,0.405907187,9
4732,-1.544488778,0.870181631,-0.065657667,-0.561953948,-0.177150277,0.844635431,1.779788187,0.914768834,0.334114539,-1.313873577,0.712907037,1.368401887,1.318773709,-0.722475353,0.716160889,0.024075271,-1.422052871,-0.465642117,0.601182414,0.124303162,0.13611505,0.003260919,-1.385639101,-0.316284701,-0.156431272,1
4733,-1.470641943,1.642639801,0.838353977,0.197495303,-0.099449674,-0.498144341,-0.260417607,0.852222081,1.566343806,0.023950106,-0.981576447,-0.344895,-0.277210425,-1.056287785,1.51838448,-0.736824484,0.414454409,-0.06817605,1.103287969,0.149768975,-1.086750384,-0.319235105,0.005619267,-0.723192443,0.695003701,1
4734,-1.664094175,0.71221252,0.555433936,0.415629785,-1.206744789,-0.36850079,0.155616499,0.424421536,0.250738744,0.594047,0.050991751,-0.054636145,-0.075283982,-1.728055687,0.420176529,-0.121734923,-0.017424812,-0.206952571,0.195395895,0.109093929,0.047977463,0.296933861,0.259740647,0.305791673,-0.479365492,1
4735,-0.945985327,0.935257214,1.395300943,-1.443453264,1.882625344,-1.72361288,0.08052094,0.031684936,1.787446541,0.935905782,0.293263661,0.285694567,0.140275814,0.691355868,0.90420568,-0.449336013,-0.14650348,-0.095797973,0.539226949,0.852587783,-0.247358804,-0.211169036,0.796458946,0.269598705,-0.609238773,1
4736,1.26043066,-1.94437427,0.231785508,0.799217345,-0.025110126,-0.095675716,-0.653807887,0.240537245,3.249509693,-0.433377518,-0.970564404,0.938413911,0.344728215,0.741924759,2.161613672,-0.293178257,-2.178100963,-0.083988799,-1.31778926,-1.617097407,1.206629242,-0.302127698,2.042611433,-1.866561091,1.963698492,9
4737,1.942504645,0.123756632,-1.622113146,-0.31352643,0.815934555,-1.630739302,-1.339575129,0.963716737,0.352022895,1.622595869,0.072602927,1.320031332,1.489089977,-1.042560583,-1.651236941,1.328173219,-0.248286015,-0.857356887,1.564822078,0.306146693,-0.940811943,0.77995427,-1.209444406,-1.041348753,-0.729182176,8
4738,-1.251410423,1.153538673,1.202930813,0.060030239,0.807946467,-1.850062045,-1.243115839,0.496747995,0.720625526,0.233619868,0.001687076,-1.521234036,-1.352430918,0.342350776,0.955134465,0.287124547,-0.115236575,0.221513842,-0.831509087,0.579944888,0.290908673,-0.097036647,-0.831261689,0.168575997,0.110739373,1
4739,1.910129523,0.436575913,1.159286489,-2.040889866,-1.575835004,0.795828695,-1.013865016,-1.146972257,-0.13568387,0.020544701,0.006996107,0.6692758,0.578033174,-0.742286996,0.684758389,-0.066554828,-0.116150281,-0.108747534,0.031670023,-0.112948384,-0.675024809,-0.012602788,-1.51537144,1.1521595,0.615428734,0
4740,-1.138948598,-0.652545518,-0.462567817,0.36542293,0.253562269,0.047121123,-0.906330462,-0.042797421,-0.780300733,-0.507713221,1.383897715,-1.377263804,0.129705316,0.607920537,-1.14076437,-0.124516635,0.584366982,-0.739483245,-1.006947229,0.383601995,0.048969841,-0.14775623,-0.349199287,-1.161839667,1.320510128,4
4741,-1.623495519,0.712998181,0.346610579,0.223416655,-1.433063396,0.219302341,0.609213895,0.613992094,-0.301109523,0.351385438,0.302851755,0.898509059,0.79928901,-1.262729609,0.590949003,0.667274716,-0.437118306,-0.026494782,0.363479659,0.09558811,0.221376721,0.484552391,0.292632161,0.384713881,-1.419635143,1
4742,-0.148441198,0.803161992,-0.34366653,1.185126644,-0.818470916,0.359897894,2.551756168,0.427693187,0.222461186,-0.498256401,1.37914741,1.860417813,-1.36989463,-0.472103932,1.396036357,0.320873341,0.602090926,-0.511558819,-1.930725067,-0.586507652,2.1398099,-0.567120308,-0.16697556,2.024958181,0.006707996,2
4743,1.385997912,-0.178598774,1.314563964,0.642747917,1.519440811,2.611162579,1.196559121,1.441054652,0.584205886,0.653963706,0.376681743,-0.676141714,-0.154210643,0.770328333,0.978387835,2.675673458,-0.650286092,-0.813934563,0.254963201,-0.987826031,1.210714769,-0.329398923,-0.956809724,0.843447505,0.271954815,6
4744,-0.369778142,1.20052857,0.033863665,-0.514125293,-0.553538112,-1.805475678,-1.235527059,0.357457652,1.428476921,-0.362525535,0.721607984,-0.443906001,0.379343211,1.903495042,1.299632027,0.316437948,2.048862342,-2.212651137,-1.405923192,0.807370683,0.291217394,-0.405399523,0.988310564,-1.401254955,0.067773158,0
4745,1.799419371,0.664386415,-0.289922524,0.97907761,-1.454868555,-0.189958743,-0.815157828,0.591155745,-1.167071086,1.417687188,0.905915024,-1.286602355,1.561894232,0.21003168,0.480454018,-1.538453955,-0.559166091,-0.859009114,-0.134511617,-0.533355614,-0.021994827,-0.472730904,-0.273187692,0.096803486,0.119415592,0
4746,-0.110702943,0.954654775,-0.776336818,-0.266325153,1.280678896,-0.363103029,-0.022026631,0.452238288,-1.001353876,-0.459853388,-1.525081386,0.239349251,2.052211261,1.121414092,0.489555982,0.699576242,-0.774957643,1.291006498,0.505459141,-1.906474088,0.299667594,-0.783530617,2.079363241,-0.651033331,-0.629593745,8
4747,0.755846082,1.050065564,-0.473713541,0.083290792,1.824411662,-1.562640213,-0.186968767,0.339411725,-0.975674872,-0.136133131,0.67112397,-0.903576888,1.129025173,0.27607042,0.319867307,0.720223602,1.699306542,1.06940452,-0.305731035,-0.84487457,-1.650309041,0.548685274,0.663135297,1.804995438,-0.703656861,2
4748,-1.003090803,-0.190054445,1.010758007,-0.249699039,-0.29780082,-0.453659783,-1.205722188,0.447645212,-0.563624352,1.378774641,-0.565436334,0.778651077,-0.286583897,0.482366042,-0.792493436,0.187636072,0.527512172,0.786514783,0.124512571,-1.20913105,0.335436427,-1.131395174,-1.026886012,0.984917261,0.668415264,9
4749,-0.731141116,-0.310843205,-0.405777341,-0.298249891,-0.602630486,-1.581838594,0.161835859,0.79520628,-1.982034218,0.718814041,-1.354058137,0.026541008,0.106873494,-0.667529556,-0.236456743,0.454227888,0.427343172,0.221073806,0.575550523,1.002643113,1.434343496,-0.524458887,-0.665634464,0.92749579,-0.663466762,2
4750,0.182483301,-0.023927194,0.88813489,-1.681377781,0.165463054,-0.852977228,-1.166772345,-1.687841992,0.31782678,-1.18074739,0.484109244,1.549816481,-1.234637143,-0.46807981,-0.479765684,1.654007402,1.739412306,1.595611361,0.693316728,-1.470216614,-0.611670998,-0.307136737,-0.651706509,-1.476355032,-1.154107008,3
4751,0.620918957,0.375570661,-1.455897173,-1.753695379,-0.525260842,-0.023471252,-1.73975095,1.383005903,-0.028036002,-0.514022766,-0.76766537,0.647785203,-1.344896171,-1.323771434,-1.458866022,-1.303377282,-0.036907658,2.171987357,0.150254149,0.108481461,-1.069592893,0.47095459,-0.110301627,-0.68036313,-2.128010376,5
4752,1.475351234,0.769585764,0.09744058,1.36323009,-2.116687881,-0.797031518,0.907336607,0.707196152,-1.195365946,-1.90326165,0.845142174,-0.338879128,-2.314990248,0.105968311,-0.247234362,0.708962044,1.15620228,2.037529753,0.502786948,0.010253463,0.468906394,0.877294222,0.943886017,0.583681602,2.353747638,0
4753,0.592884694,-0.709549092,1.170421687,1.612248251,0.252532413,1.907758095,0.574970002,0.42423937,-1.123550047,1.37322945,-0.18275471,-1.309636479,-1.74505029,-0.29831869,-0.179932313,-0.722692913,0.855996789,-1.528188385,-2.013666795,0.008146873,0.379137326,0.477460058,-0.769814049,-1.028599586,0.079804939,6
4754,-0.54679568,0.634403196,1.345500236,-0.535054603,0.09964002,-0.382639068,-0.419515092,-0.660892864,0.09370532,-0.698870882,1.000299231,0.94210235,0.185306659,0.38289173,-0.510542172,1.958506492,0.092562435,0.607903709,1.142860661,-0.076467833,-3.31964576,-0.201929847,1.682501635,1.574902024,0.570425813,8
4755,-1.115397246,-0.70710597,-0.381622245,-0.434416595,-1.356996123,0.912147402,0.808779165,0.066079229,-0.370560593,-0.268701505,-0.137557252,-1.412774085,-0.103622386,1.311508556,-1.123754674,0.465110915,-0.660726124,-0.498595424,-1.198284499,1.066033212,-0.658688402,0.600104659,0.598151607,-0.774526265,1.053262589,7
4756,0.325909104,0.962910793,-1.214571878,0.175971696,0.009366058,1.128850118,0.092859784,-0.147789683,-1.672707931,-0.749789953,-1.352995206,-0.497822576,-0.539641547,0.055572342,0.637297231,-0.414751037,-1.261984636,1.553782206,1.849760128,0.667788206,0.355021964,-0.360052853,2.516285531,0.312506462,-0.015562615,5
4757,1.06185993,0.67511887,0.17590677,-2.043593582,0.648027641,0.38694766,0.714145668,0.063213278,0.591638729,-1.896583544,-0.420259791,0.020919609,-2.816429552,1.496269637,-1.495942609,-1.715856784,0.797652479,0.910851493,0.498650047,-1.230982394,0.422677275,1.632837789,0.100549548,-1.590255548,-2.363366809,5
4758,-1.545332584,0.242923953,0.421037861,0.013829325,0.157755001,0.638521313,1.894729962,0.120194318,-0.049642002,-0.220017843,0.851880214,0.757784549,-0.870968744,0.101816198,-0.078275068,0.369747736,-1.3572228,-0.185379896,-0.646694345,-0.285841287,-0.075448901,-0.204527712,0.726071749,0.524130793,-0.140054198,1
4759,-0.127768183,-1.507923018,-0.51693221,-0.06284179,0.238043274,0.772020851,-1.43659739,-0.016661222,-0.624682541,-1.088921227,-0.63349839,-0.287969477,1.48954008,-0.978657982,0.12138481,0.557235625,0.122392142,0.791910614,0.138727876,-0.97094942,-0.392830289,-1.975634814,-0.9460072,-1.271603532,-0.450973404,9
4760,-1.120438469,-0.096147626,0.894692255,-0.68843599,0.756923793,-1.416504467,-0.537896851,0.804580707,0.441983341,0.582316922,-1.236717338,-0.57905619,-0.005818102,-0.76941769,-0.57855373,0.445063136,1.382833482,0.685297157,-1.305675983,-1.899219047,0.970103394,-0.207681277,-0.693142512,0.666338328,0.846152945,7
4761,-1.084582077,-1.290725395,-0.666763372,0.068389975,-0.875040213,-0.208327298,0.429933865,-0.805976211,0.644556524,-0.793555178,0.078384869,-2.074747129,-0.133305911,1.496271537,-0.35579,0.087477417,-1.522170754,0.75420215,-0.691342026,0.931374928,-0.908118519,-0.081625924,0.041426268,-0.381417625,1.53793212,7
4762,0.811257893,-0.534042194,1.270962501,1.000468827,1.144073414,2.665641401,0.759857386,0.621263962,-1.401661846,0.88189144,-0.48341318,-0.850442944,-0.750749978,-0.468529195,0.031251043,1.204165097,-0.368950502,-0.432852593,-1.119635019,-0.26238379,0.87939958,0.331910956,-1.422597194,-0.102001517,0.831869576,6
4763,0.158337434,0.634387207,1.875937552,0.218888761,1.72422366,-1.617912123,-0.737803647,-0.984035539,-1.085152255,-1.44166191,-1.032269076,-0.499456679,-0.737715406,0.619730897,-1.149913124,0.683261029,-0.845026541,0.145129635,-0.571950964,0.92361308,-0.01955124,1.309438545,-0.896335008,1.375878478,-0.108338844,2
4764,-0.280603303,0.801629867,0.087454264,-1.588641137,1.077426171,-0.603676189,-0.621983538,1.129899438,-1.147970843,-0.977243981,0.280161784,-1.243361117,-0.392593852,1.04478412,0.865248905,0.326311406,0.384083886,-1.118742305,-0.556657877,1.891362759,0.850255779,0.183031981,0.578164383,0.230447367,0.751040807,8
4765,-0.125000985,0.458393296,0.504198841,-1.238456054,0.446994264,-0.219686285,-1.16015037,0.805962769,-1.491915793,0.731390536,0.982721255,1.747521684,1.076907607,1.189994314,-0.47085818,1.945754091,0.016941616,-1.049863445,1.16426517,0.06990382,-0.181980119,-0.756563036,1.609672115,0.185219584,0.187685823,8
4766,0.50587842,-0.630730136,0.870998889,2.319714916,-0.819852615,-0.293226032,1.142836983,-1.398183957,0.176439684,-0.539070341,1.112340123,1.176581904,-0.143505355,1.253866864,-0.491953813,-0.385923994,1.281093207,2.281666164,-0.606320914,0.890751285,1.625318977,-3.029467657,-0.156208055,0.30507867,0.407763866,6
4767,-0.24617332,-0.764121168,0.548854193,-0.521011191,-0.777804206,-0.938025361,-0.254596764,1.350311059,-0.108131951,-0.28982809,1.614577248,0.474902917,-0.127646054,-1.250394906,0.662314306,-2.842361341,1.706752833,1.051453702,-1.588718748,0.607767283,-1.608256378,1.833860065,-0.079110728,1.096564805,-0.140039649,5
4768,-0.808881598,-1.539885746,-0.046445767,-0.664483095,-0.170419095,-1.304215652,2.329413462,-0.997114059,-0.180396456,1.423860338,-0.075906515,-0.349951291,-0.70856159,-0.284711423,0.032153423,-0.190017917,0.019248618,0.844769397,-0.162555827,0.786580917,-0.752915425,1.460203059,2.016679505,0.974019388,0.39713685,7
4769,0.570826794,0.892952818,-1.212639301,-1.188683246,0.206861383,-0.670699814,0.778516632,-0.032295781,1.725611354,0.732078212,-0.775798303,-1.012095181,-0.46683942,0.609999602,0.945219297,1.623014787,-0.728759119,2.83429009,0.088544197,0.20516394,0.01222983,0.996208068,0.598735778,-1.522530454,0.896625364,3
4770,-0.373885615,-0.454392919,1.676614591,0.988152786,-0.235253824,-0.14630603,-1.378682121,-0.847833717,-1.126037065,0.098044644,-0.244463233,0.161170458,1.448820842,0.102396862,0.360145674,-0.627516605,-0.094953493,0.125712461,1.058343687,1.014241145,-0.027759907,0.836443758,-1.25362201,0.407196473,-0.005339108,2
4771,-0.874399412,-0.976192954,0.442398247,-0.818546709,-0.586240624,-1.782724314,1.021924291,-0.518689533,-0.185553425,1.266713044,-0.312055217,-0.571693192,-0.632358487,0.126039366,-0.644540561,-0.077774994,0.518306528,1.624386585,-0.665647636,-0.283840963,0.873580619,0.623780946,0.438136953,1.12779039,-0.143239237,7
4772,-0.343953139,-1.09369671,-0.756806567,0.898453745,-0.106684357,0.046696604,-1.335797151,-0.564157658,-0.94429508,-0.582469507,-0.958581691,-0.532703955,-0.130196179,-0.789102034,-0.315412862,-1.486279076,0.197447354,-0.616033654,1.088128487,-0.674237132,-0.698883145,0.169394033,-1.062248067,0.428932321,0.038508854,9
4773,-0.711116045,-1.50760287,-0.902226744,0.649036252,0.390890523,-0.761889053,-1.197987217,-0.127905018,0.129537525,-1.009379141,2.327163097,-0.297526515,0.038879703,0.071262329,-0.653008177,-0.776913827,-0.022754402,0.953240904,0.268865492,0.499131831,0.171254625,0.055005757,-1.799280912,0.625863912,1.070255099,4
4774,-1.306615874,0.876762065,0.682564856,0.51986222,-0.134390719,-1.469749267,-1.69382496,0.297082259,0.436062275,-0.507370072,-0.507934547,-1.695751629,-0.513247591,0.113668256,0.444652058,0.381510258,0.701983926,-0.540018499,-0.848620717,0.620760809,0.235634305,-0.384341762,-1.055334017,-1.545280552,0.063161517,1
4775,0.111855285,0.676011644,-0.949965106,-1.148594405,1.549813962,-0.667080538,-1.242840016,0.612706461,-1.173037389,-1.762703436,0.18162252,-0.596244772,-0.249983541,1.439530094,1.270837506,-0.170645756,0.220866401,-1.428636034,0.386326238,1.838109739,0.05643207,0.032645224,1.774358186,0.826139677,0.154984691,8
4776,0.094659518,2.004586234,0.528672323,1.534934535,1.016594066,-0.129514535,0.040968146,-0.426973215,0.606557354,-1.068628821,1.439659436,-1.715657358,1.978548048,0.557207498,-0.51980683,-0.176408272,1.438909328,1.131739295,0.218133421,-0.853055509,-1.10439317,0.947136367,1.209673281,-0.807884162,-0.621871212,2
4777,0.354600884,1.935034875,-1.286600906,-0.521646611,-0.075591927,-0.031414064,-1.189938317,-2.421496979,0.181420392,0.327145043,0.771459795,-0.710609651,-0.412587576,-1.026473484,0.088604504,0.02226876,-2.036689796,0.133556313,-0.761793277,-0.098251676,1.155531299,0.782884962,0.502176878,-1.458390319,-0.163668668,3
4778,-0.232725621,0.897990237,0.440825352,-1.535682509,0.656429681,-0.50565693,-0.212368247,-0.003215103,-1.018639209,-0.393896167,1.4460128,0.409551143,-0.024841296,1.565110626,-0.634563212,1.355016959,-0.127451608,-1.808724852,-0.694687243,0.566164364,-0.885770259,1.681638159,3.647146783,1.713549736,0.620128276,8
4779,-0.933214393,1.027003848,0.764272097,-1.026327731,-1.471981128,-0.964505136,-0.717977805,-0.012321191,0.875359632,0.527247106,-0.573744732,0.760850269,-0.697988298,0.314142889,-0.063765278,-0.889439826,1.054629183,0.332181439,-0.831725565,-0.932580145,-0.78967835,1.022668765,-0.034004369,-0.131268812,-1.064204856,5
4780,2.418195333,0.59069187,1.332135912,-2.237709871,-1.463829893,0.33562766,-1.06356006,-0.808689011,2.577286716,-0.311820169,0.842207305,0.34769238,0.182102105,-0.500270286,0.184581263,-0.536193735,0.371219767,-1.248280186,-0.99055787,0.039272999,-0.43462745,0.919641429,-0.965284098,0.728521854,-0.085140315,0
4781,1.084713302,0.33568542,1.759253668,0.507026808,-0.098249161,1.606823368,0.036930927,1.464741512,0.719631773,-0.377853595,-0.128783952,-0.882666983,0.583423373,-0.004899639,-0.747450291,1.586567104,0.520365418,2.429979478,0.613914567,0.340005077,0.221191471,-2.038999239,-0.64824465,-0.036788546,0.526142556,6
4782,-1.043347952,0.047321487,1.421158265,0.329612047,-0.060727572,0.880801933,-0.415603706,-0.402418514,-0.335837025,-0.438063137,-1.70963232,1.377451782,-0.141195617,0.280705945,-0.881673815,-1.547100901,-0.248667658,0.495268379,0.595231139,1.321707426,0.271945942,-0.430878975,0.026234905,0.059390723,1.241322139,6
4783,-1.000310882,-0.992313616,-0.935606284,-0.617781487,1.153421812,1.261946256,0.299542446,0.89697224,0.153039774,-1.627026755,0.878217164,-0.929609055,0.245490653,0.367040784,-0.694595296,0.532494143,-0.233527572,-1.140382561,-0.737632643,-0.679730824,-1.245226355,0.061964154,-0.366026617,-1.005507116,1.311121824,9
4784,0.956961216,0.543372046,-0.966625009,0.010979876,0.013351724,-1.151241217,-0.937521063,0.541963559,-0.066551941,1.903464849,0.689023667,0.178138277,1.40019592,1.408518741,-1.618055901,1.31699853,-0.137745466,-2.4952938,3.337654107,1.578692865,-0.931493867,-1.198163295,0.090152291,2.155179003,0.587678914,8
4785,-0.004288681,-0.057030562,-0.727979341,-1.774826122,-0.433246558,0.210072927,-0.656286454,1.19789123,-2.015394637,-0.72704892,1.101102432,0.394774006,-1.969955071,-1.394944172,-0.455088306,-1.061991549,1.705326675,0.493170257,-0.3047594,1.463136693,-0.820042653,-0.125255487,0.244296226,0.622544172,-0.420812243,5
4786,1.055458291,0.100033862,-1.558155777,1.71484695,1.530906352,1.482049835,1.153875065,0.941579954,2.510401574,2.106488407,0.640014393,1.323862866,-1.011456258,1.845719623,-0.276817438,0.398338864,0.165254676,0.612016714,-0.953088852,2.601630041,-1.042107617,1.296549845,-0.284087863,0.665882859,1.191113714,8
4787,3.562050873,0.582423422,0.420184963,-0.937386235,-1.492166769,-0.424479408,1.202113866,1.127289754,0.997876541,-1.04429576,0.589351119,-0.508122123,0.136209561,-0.068805817,-0.683450041,0.079783613,-0.667716847,0.064447611,0.594413811,-1.25065934,1.149367628,1.002851917,-0.822585232,-0.100831279,1.222995683,0
4788,0.442903687,0.331246412,-0.11138775,-0.814765838,-0.104134638,1.138120882,-0.742538572,0.859027067,-1.07601703,-1.531754727,-0.524341053,-0.099319511,-1.301808194,-0.151323223,-0.913665978,-1.543736044,1.38141828,1.909991008,0.193889145,-0.392793184,1.551935529,0.685667907,-0.238172434,-0.11223976,-0.94703959,5
4789,-0.978602965,-1.175924044,-1.283021584,-0.434843527,0.408948913,0.761774068,0.935290798,0.541565555,0.193315796,-0.85872827,2.263904803,-0.924703198,-1.034785079,1.118798281,-0.511432422,0.523857571,-0.570233839,-0.431219052,0.808883693,1.4149848,-1.275772946,1.3809734,-0.714380174,0.153858442,0.518499294,9
4790,0.000815546,-0.555330698,1.381830332,-1.400816556,1.047667872,-0.756252033,0.15987808,1.464008545,1.809142811,2.325887941,-1.437137859,-1.245545068,-0.507381032,1.130405048,0.607554071,-0.107650046,0.729992894,-0.308832909,-0.707998455,-1.737126568,-3.618548432,-1.711040974,1.129444676,-0.286446205,1.59758873,8
4791,1.644269962,1.368184355,-1.88717781,0.675072308,2.438398064,0.166183852,0.607659223,0.831121054,0.911082829,0.705029047,0.623816698,0.479646947,-0.495853798,1.004790317,0.336966556,-1.461383107,-0.109931518,1.056288462,-0.153391664,1.409166033,0.310782029,1.716066653,1.139743677,0.135039105,0.831793804,8
